src_ip,dst_ip,up_bytes,down_bytes
192.168.108.103,13.87.126.196,21732,173207
192.168.108.103,131.186.7.99,17750,152901
192.168.108.103,132.145.0.177,23366,187679
192.168.108.103,138.197.253.161,12627,159629
192.168.108.103,142.250.184.140,30441,1535491
192.168.108.103,142.250.184.144,37288,1974661
192.168.108.103,142.250.184.148,137918,5239124
192.168.108.103,142.250.184.168,39804,1648545
192.168.108.103,142.250.184.170,26869,1219254
192.168.108.103,142.250.184.174,30177,1006766
192.168.108.103,142.250.184.182,47956,1250837
192.168.108.103,142.250.184.191,48131,1959740
192.168.108.103,142.250.184.201,46685,1722847
192.168.108.103,142.250.184.209,73101,3649662
192.168.108.103,142.250.184.223,41492,1731074
192.168.108.103,142.250.184.225,47109,2690084
192.168.108.103,142.250.184.234,37625,1693316
192.168.108.103,142.250.184.251,44798,2241697
192.168.108.103,142.250.184.254,70640,2325741
192.168.108.103,142.250.200.68,1965697,16713050
192.168.108.103,142.4.178.179,53388,390279
192.168.108.103,143.42.191.109,31895,226426
192.168.108.103,146.75.90.137,53948,467489
192.168.108.103,146.75.90.167,107076,914255
192.168.108.103,148.69.168.40,466768,3998350
192.168.108.103,15.181.242.145,106278,1084447
192.168.108.103,150.222.2.224,7848,59241
192.168.108.103,150.222.66.190,37266,306310
192.168.108.103,151.236.216.9,118348,1126169
192.168.108.103,157.240.212.174,1391516,11535127
192.168.108.103,157.240.212.35,2067684,17288487
192.168.108.103,157.240.212.60,885414,8015054
192.168.108.103,157.55.200.49,59285,500631
192.168.108.103,157.55.202.202,99610,805478
192.168.108.103,157.55.38.222,22405,232866
192.168.108.103,157.55.84.30,43753,440699
192.168.108.103,162.222.177.225,50118,471427
192.168.108.103,169.155.150.112,17651,97933
192.168.108.103,170.187.135.193,74483,771709
192.168.108.103,170.187.135.58,25029,300795
192.168.108.103,172.105.150.34,11853,88634
192.168.108.103,172.217.17.14,2588430,22345796
192.168.108.103,172.67.73.32,41072,373909
192.168.108.103,173.230.144.53,23214,190326
192.168.108.103,173.255.200.92,15480,131222
192.168.108.103,173.255.223.202,64567,552435
192.168.108.103,173.255.234.211,25027,245120
192.168.108.103,178.79.168.105,10274,106466
192.168.108.103,18.154.22.25,145197,1375378
192.168.108.103,18.154.41.91,3815,48630
192.168.108.103,18.154.48.124,612607,5269420
192.168.108.103,18.67.242.41,92642,629782
192.168.108.103,185.15.58.224,742614,6784894
192.168.108.103,185.88.181.4,579711,4933316
192.168.108.103,185.88.181.55,283377,2049028
192.168.108.103,186.192.81.5,66134,584789
192.168.108.103,191.237.249.164,166536,1580223
192.168.108.103,192.168.108.226,50177,114485
192.168.108.103,192.168.108.234,50788,116513
192.168.108.103,192.168.108.240,7785602,67339582
192.168.108.103,192.18.201.27,8613,83639
192.168.108.103,192.29.139.213,55422,547844
192.168.108.103,192.44.68.210,57802,486802
192.168.108.103,193.126.232.45,780185,6678152
192.168.108.103,193.126.240.146,1307509,11020275
192.168.108.103,193.137.20.123,430422,3471577
192.168.108.103,198.180.97.48,155423,1190877
192.168.108.103,198.54.117.212,94000,766767
192.168.108.103,198.74.56.6,84536,837302
192.168.108.103,198.74.62.87,87109,827331
192.168.108.103,199.201.66.136,23316,198960
192.168.108.103,199.30.16.55,62169,598649
192.168.108.103,20.136.7.79,7437,69839
192.168.108.103,20.158.142.113,74424,669820
192.168.108.103,20.201.223.104,148711,1344203
192.168.108.103,20.201.223.65,48503,443714
192.168.108.103,20.33.3.219,79857,652226
192.168.108.103,20.38.209.172,149901,1254607
192.168.108.103,20.95.56.128,36306,314814
192.168.108.103,20.95.96.169,176169,1640908
192.168.108.103,204.79.197.212,870875,7593868
192.168.108.103,205.251.226.9,95587,1017338
192.168.108.103,213.13.146.142,1523045,13377750
192.168.108.103,213.52.128.106,38313,314344
192.168.108.103,216.58.215.131,2020337,17080019
192.168.108.103,23.49.244.54,72319,565229
192.168.108.103,3.4.6.210,26190,261591
192.168.108.103,40.123.135.210,19065,158683
192.168.108.103,40.123.136.16,35032,240412
192.168.108.103,40.123.164.61,52327,565129
192.168.108.103,40.66.3.68,19699,168112
192.168.108.103,40.77.136.222,48471,384277
192.168.108.103,40.77.139.142,33775,233392
192.168.108.103,40.77.165.95,55622,542054
192.168.108.103,40.77.202.181,49371,412849
192.168.108.103,40.77.227.49,29010,244367
192.168.108.103,40.79.92.41,38167,236185
192.168.108.103,40.82.81.50,25691,207390
192.168.108.103,40.96.46.108,22966,152414
192.168.108.103,40.97.44.20,22076,245341
192.168.108.103,45.60.74.62,84392,758895
192.168.108.103,45.79.14.68,6658,59347
192.168.108.103,52.103.165.68,54253,456882
192.168.108.103,52.112.171.165,30033,307465
192.168.108.103,52.112.38.116,121043,1212801
192.168.108.103,52.165.99.175,40352,297172
192.168.108.103,52.176.161.113,31384,316189
192.168.108.103,52.184.167.231,10509,82711
192.168.108.103,52.219.253.201,37795,395635
192.168.108.103,52.239.170.139,35311,243865
192.168.108.103,52.46.249.17,49027,364967
192.168.108.103,52.93.4.121,43024,354233
192.168.108.103,52.94.253.152,59895,603747
192.168.108.103,52.95.246.103,199469,1505163
192.168.108.103,52.95.40.167,19825,163041
192.168.108.103,52.95.40.230,60033,484057
192.168.108.103,52.95.41.38,16653,230440
192.168.108.103,52.96.11.252,8281,40846
192.168.108.103,54.155.178.5,26065,242479
192.168.108.103,54.192.95.95,590247,5072587
192.168.108.103,54.240.233.84,27299,216805
192.168.108.103,62.28.254.212,665775,6126379
192.168.108.103,62.28.254.215,435696,3450007
192.168.108.103,63.246.119.156,55952,446173
192.168.108.103,65.55.209.119,27854,171668
192.168.108.103,65.55.219.101,16050,147827
192.168.108.103,66.246.76.121,7270,49463
192.168.108.103,66.254.114.41,211344,1864634
192.168.108.103,69.164.197.230,72949,621155
192.168.108.103,74.119.79.225,117084,993654
192.168.108.103,74.207.243.43,106265,946278
192.168.108.103,74.207.252.4,144842,997944
192.168.108.103,88.157.217.145,1321441,11224028
192.168.108.103,88.157.217.146,851011,7631713
192.168.108.103,88.157.217.148,264903,2200809
192.168.108.103,96.0.103.252,12470,90937
192.168.108.103,99.151.184.191,34327,325933
192.168.108.104,104.17.45.30,111912,800824
192.168.108.104,104.22.47.238,7888,62592
192.168.108.104,104.244.42.193,653243,5521079
192.168.108.104,104.26.3.6,128610,1091229
192.168.108.104,104.26.9.83,97200,1088725
192.168.108.104,104.47.204.236,59426,519976
192.168.108.104,108.157.98.113,95804,796800
192.168.108.104,109.237.25.197,98557,840273
192.168.108.104,109.237.26.48,31146,222987
192.168.108.104,129.213.0.196,20536,179115
192.168.108.104,13.107.13.172,39229,394070
192.168.108.104,13.107.237.42,131953,1094895
192.168.108.104,13.107.42.14,212764,1698492
192.168.108.104,13.107.42.26,39566,1988619
192.168.108.104,13.107.42.31,71626,3206673
192.168.108.104,13.107.42.33,57158,2427444
192.168.108.104,13.107.42.37,44978,1057336
192.168.108.104,13.107.42.41,55288,1794612
192.168.108.104,13.107.42.56,70193,4312461
192.168.108.104,13.107.42.61,113198,4024590
192.168.108.104,13.107.42.9,36980,1727829
192.168.108.104,13.107.54.46,4823,51600
192.168.108.104,13.107.6.156,83907,657233
192.168.108.104,13.87.120.85,73453,756842
192.168.108.104,130.176.254.76,22410,151117
192.168.108.104,130.35.116.36,7013,49666
192.168.108.104,131.253.21.50,90603,666968
192.168.108.104,131.253.27.234,204049,1608762
192.168.108.104,131.253.3.234,27057,253684
192.168.108.104,131.253.35.218,100636,874091
192.168.108.104,132.145.12.38,20808,248320
192.168.108.104,134.170.222.175,19061,197146
192.168.108.104,134.65.49.154,6626,77592
192.168.108.104,139.144.134.98,21064,198024
192.168.108.104,139.144.247.153,38553,393077
192.168.108.104,142.250.184.138,43843,969882
192.168.108.104,142.250.184.140,46158,1358400
192.168.108.104,142.250.184.170,45381,1774236
192.168.108.104,142.250.184.179,38575,1482613
192.168.108.104,142.250.184.191,48748,1170229
192.168.108.104,142.250.184.197,50595,1876950
192.168.108.104,142.250.200.68,1285618,10771400
192.168.108.104,146.75.90.137,30979,304607
192.168.108.104,146.75.90.167,159286,1403957
192.168.108.104,148.69.168.40,726149,6472545
192.168.108.104,15.181.251.142,16490,165584
192.168.108.104,15.230.57.206,25532,240216
192.168.108.104,150.171.22.150,150553,1280318
192.168.108.104,150.222.214.74,62979,458911
192.168.108.104,151.148.9.213,68590,599302
192.168.108.104,157.240.212.174,803617,6756027
192.168.108.104,157.240.212.35,1554871,13155658
192.168.108.104,157.240.212.60,724305,6335140
192.168.108.104,157.55.48.59,42551,443334
192.168.108.104,162.222.178.87,28851,169513
192.168.108.104,162.250.239.27,31376,238733
192.168.108.104,170.187.132.240,44829,344643
192.168.108.104,172.217.17.14,1258828,10434954
192.168.108.104,176.32.116.26,109665,827083
192.168.108.104,178.79.150.167,28994,242209
192.168.108.104,179.60.192.48,119218,957094
192.168.108.104,18.154.48.124,188478,1811423
192.168.108.104,18.67.242.41,10904,87778
192.168.108.104,185.15.58.224,430448,3565819
192.168.108.104,185.88.181.4,296299,2725908
192.168.108.104,185.88.181.55,390614,3373373
192.168.108.104,191.235.250.53,8685,89106
192.168.108.104,192.168.108.226,31514,73963
192.168.108.104,192.168.108.234,30092,69339
192.168.108.104,192.168.108.240,4367655,36743566
192.168.108.104,193.126.232.45,783353,6633226
192.168.108.104,193.126.240.146,712136,6444998
192.168.108.104,193.137.20.123,77530,631093
192.168.108.104,198.211.108.233,32421,270616
192.168.108.104,198.54.117.212,101416,845145
192.168.108.104,199.36.154.85,22863,189443
192.168.108.104,204.79.197.212,694277,5968324
192.168.108.104,208.86.90.41,77244,619530
192.168.108.104,209.240.213.185,8912,55083
192.168.108.104,212.111.41.128,6218,66409
192.168.108.104,213.13.146.142,980888,8503495
192.168.108.104,216.58.215.131,644977,5452079
192.168.108.104,23.49.244.54,69938,509309
192.168.108.104,3.3.2.224,90431,823550
192.168.108.104,40.123.155.89,50046,465654
192.168.108.104,40.77.200.22,64169,546790
192.168.108.104,40.77.235.37,10154,110466
192.168.108.104,40.77.244.108,4624,54065
192.168.108.104,40.77.254.184,12457,113470
192.168.108.104,40.79.92.49,65090,494652
192.168.108.104,40.93.213.237,16959,142208
192.168.108.104,40.97.44.61,15212,142197
192.168.108.104,45.60.74.62,66463,569500
192.168.108.104,45.79.7.130,240528,2044567
192.168.108.104,50.116.6.79,15027,169105
192.168.108.104,52.108.165.240,17486,153059
192.168.108.104,52.112.31.35,10204,70490
192.168.108.104,52.126.218.254,42300,423458
192.168.108.104,52.225.137.19,7477,58093
192.168.108.104,52.46.166.80,55718,449997
192.168.108.104,52.46.250.16,18325,139636
192.168.108.104,52.93.236.122,32148,380743
192.168.108.104,52.94.145.185,17538,165611
192.168.108.104,52.94.29.21,7903,68227
192.168.108.104,54.155.178.5,65033,686006
192.168.108.104,54.192.95.95,189940,1476478
192.168.108.104,62.28.254.212,580687,4887397
192.168.108.104,62.28.254.215,151906,1272774
192.168.108.104,65.55.210.145,105830,883321
192.168.108.104,65.55.210.195,60905,547869
192.168.108.104,66.254.114.41,259442,2429299
192.168.108.104,76.223.175.241,18597,203953
192.168.108.104,88.157.217.145,1405279,11999235
192.168.108.104,88.157.217.146,393792,3270801
192.168.108.104,88.157.217.148,89350,822268
192.168.108.104,99.77.235.225,93100,836069
192.168.108.105,104.17.45.30,28069,230301
192.168.108.105,104.22.47.238,15540,118291
192.168.108.105,104.244.42.193,1822209,15546343
192.168.108.105,104.26.3.6,353408,2855384
192.168.108.105,104.26.9.83,38905,358280
192.168.108.105,108.157.98.113,108975,928696
192.168.108.105,109.74.202.119,60956,597436
192.168.108.105,129.148.167.100,14383,142619
192.168.108.105,13.107.22.205,7227,56982
192.168.108.105,13.107.22.234,66573,552539
192.168.108.105,13.107.237.42,120758,1213987
192.168.108.105,13.107.42.14,221673,2039002
192.168.108.105,13.107.42.22,34168,1611663
192.168.108.105,13.107.42.25,49036,2198380
192.168.108.105,13.107.42.29,32869,722945
192.168.108.105,13.107.42.33,43509,1721098
192.168.108.105,13.107.42.36,34500,1674616
192.168.108.105,13.107.42.41,67406,2946427
192.168.108.105,13.107.42.46,82769,3137668
192.168.108.105,13.107.42.56,42956,1196817
192.168.108.105,13.107.42.61,69405,4346194
192.168.108.105,13.107.6.156,47617,394772
192.168.108.105,13.34.26.19,42744,385424
192.168.108.105,13.87.126.157,107772,935753
192.168.108.105,13.87.126.204,113033,856967
192.168.108.105,130.35.116.19,43147,425387
192.168.108.105,132.145.2.172,31762,283679
192.168.108.105,134.70.25.115,5369,65232
192.168.108.105,139.144.241.186,15465,137971
192.168.108.105,139.144.247.254,5387,41006
192.168.108.105,140.204.58.135,50048,531028
192.168.108.105,142.250.184.138,22619,1199042
192.168.108.105,142.250.184.164,23547,776271
192.168.108.105,142.250.184.192,27007,762459
192.168.108.105,142.250.184.196,30736,1576336
192.168.108.105,142.250.184.198,25036,1271726
192.168.108.105,142.250.184.204,69328,4323016
192.168.108.105,142.250.184.233,56257,2628199
192.168.108.105,142.250.184.242,32006,1781714
192.168.108.105,142.250.184.250,29246,1273079
192.168.108.105,142.250.200.68,3209775,26551150
192.168.108.105,143.244.202.245,9992,99138
192.168.108.105,143.42.228.68,13833,111598
192.168.108.105,146.75.89.140,79391,689222
192.168.108.105,146.75.90.137,275716,2543637
192.168.108.105,146.75.90.167,125162,983521
192.168.108.105,147.154.120.130,78787,653915
192.168.108.105,147.154.38.220,103680,776859
192.168.108.105,148.69.168.40,327212,2814286
192.168.108.105,15.230.194.43,55710,437607
192.168.108.105,15.230.195.79,111964,1017297
192.168.108.105,15.230.207.195,17253,132400
192.168.108.105,15.230.221.184,14753,135069
192.168.108.105,15.230.221.240,13126,58373
192.168.108.105,150.222.140.170,57015,427477
192.168.108.105,150.222.177.123,9024,75135
192.168.108.105,157.240.212.174,2098041,18097455
192.168.108.105,157.240.212.35,2329229,20511062
192.168.108.105,157.240.212.60,806742,6565927
192.168.108.105,157.55.115.17,6023,39611
192.168.108.105,168.61.130.144,18823,180241
192.168.108.105,168.63.88.244,21239,220117
192.168.108.105,172.104.219.50,6688,51021
192.168.108.105,172.105.145.173,49499,487874
192.168.108.105,172.217.17.14,1694388,14553755
192.168.108.105,172.67.73.32,6955,88968
192.168.108.105,173.255.206.125,38635,342494
192.168.108.105,178.79.149.244,70904,688455
192.168.108.105,18.154.22.25,167826,1319128
192.168.108.105,18.154.48.124,386185,3296017
192.168.108.105,18.34.237.37,46377,441540
192.168.108.105,185.15.58.224,854773,7372362
192.168.108.105,185.199.111.166,162482,1282407
192.168.108.105,185.88.181.4,226566,2003065
192.168.108.105,185.88.181.55,233411,1920790
192.168.108.105,186.192.81.5,50144,534461
192.168.108.105,192.168.108.226,44434,99784
192.168.108.105,192.168.108.234,49309,110257
192.168.108.105,192.168.108.240,7634287,63611491
192.168.108.105,192.26.25.240,37015,360422
192.168.108.105,193.126.232.45,836061,7213600
192.168.108.105,193.126.240.146,1144124,9800584
192.168.108.105,193.137.20.123,237906,2169162
192.168.108.105,199.201.64.50,85254,766880
192.168.108.105,199.30.29.226,76303,584469
192.168.108.105,199.36.155.31,5530,61514
192.168.108.105,20.135.240.117,223498,1779997
192.168.108.105,20.140.89.163,39592,344896
192.168.108.105,20.140.94.106,56781,513857
192.168.108.105,20.95.240.190,16643,141723
192.168.108.105,204.15.21.195,97816,711061
192.168.108.105,204.79.197.212,1145537,10124802
192.168.108.105,205.251.254.30,5489,52204
192.168.108.105,208.65.152.13,144520,1181174
192.168.108.105,208.65.152.42,6466,38768
192.168.108.105,212.71.238.5,68945,524074
192.168.108.105,213.13.146.142,1655804,13651995
192.168.108.105,213.219.39.182,122445,1107405
192.168.108.105,216.58.215.131,2156408,18429876
192.168.108.105,23.103.210.59,44786,454464
192.168.108.105,23.49.244.192,62099,619052
192.168.108.105,23.49.244.54,216589,1819926
192.168.108.105,23.97.117.188,48054,392041
192.168.108.105,23.97.118.159,8308,66030
192.168.108.105,3.2.47.107,19062,155926
192.168.108.105,3.4.4.147,30869,302805
192.168.108.105,40.112.42.120,26468,198628
192.168.108.105,40.123.176.166,17480,116362
192.168.108.105,40.77.166.120,6672,73450
192.168.108.105,40.77.170.79,55292,519338
192.168.108.105,40.77.237.115,45379,403048
192.168.108.105,40.77.245.3,35777,311061
192.168.108.105,40.77.254.209,27968,236724
192.168.108.105,40.78.218.108,50627,495726
192.168.108.105,40.90.70.114,8549,74269
192.168.108.105,40.90.70.246,88528,744415
192.168.108.105,40.93.17.207,28301,220818
192.168.108.105,45.60.74.62,38063,347246
192.168.108.105,45.79.247.191,154413,1292861
192.168.108.105,45.79.6.208,7809,67416
192.168.108.105,50.116.3.74,43543,379969
192.168.108.105,50.116.6.252,244441,2069659
192.168.108.105,51.141.129.231,61615,460752
192.168.108.105,51.143.201.246,47076,418049
192.168.108.105,52.101.100.122,25250,223493
192.168.108.105,52.108.112.28,6027,47168
192.168.108.105,52.112.73.166,8959,113719
192.168.108.105,52.113.132.99,62334,566888
192.168.108.105,52.125.132.72,10258,98080
192.168.108.105,52.126.235.79,129390,1145486
192.168.108.105,52.185.126.202,32300,269479
192.168.108.105,52.245.67.172,29961,326632
192.168.108.105,52.246.147.211,50544,490406
192.168.108.105,52.94.195.206,138038,1245875
192.168.108.105,52.95.255.99,70533,529395
192.168.108.105,54.155.178.5,43960,423949
192.168.108.105,54.192.95.95,601780,5009494
192.168.108.105,54.239.99.146,11298,70940
192.168.108.105,62.28.254.212,964734,7602924
192.168.108.105,62.28.254.215,328530,2916664
192.168.108.105,65.52.104.119,147228,1258215
192.168.108.105,65.55.250.164,32344,276220
192.168.108.105,66.254.114.41,267964,2295148
192.168.108.105,69.164.201.181,85982,700738
192.168.108.105,70.37.165.40,22091,167527
192.168.108.105,88.157.217.145,1487819,12637135
192.168.108.105,88.157.217.146,408483,3491919
192.168.108.105,88.157.217.148,112651,1036844
192.168.108.105,94.46.135.219,55548,447523
192.168.108.106,104.17.45.30,118123,913692
192.168.108.106,104.22.47.238,5866,48867
192.168.108.106,104.244.40.191,106320,908002
192.168.108.106,104.244.42.193,893152,7132872
192.168.108.106,104.26.3.6,151510,1112544
192.168.108.106,104.26.9.83,214570,1869280
192.168.108.106,108.157.98.113,137962,1252857
